"","response.id","response","trt","trt.rich","trt.id","rep","tic","tdc","tdc.cov","dom","dom.cov","avg.delta.RY","avg.M","complementarity","selection","net.bdef","complementarity.tran","selection.tran","net.bdef.tran"
"1","ConAbund","Consumer abundance (#)","NM",3,"3 species native",1,16.8066762026046,3.36730716237904,1.12243572079301,11.847678533714,3.94922617790466,0.0947388737463622,59.1333333333333,16.8066762026046,15.214985696093,32.0216618986977,4.09959463881548,3.9006391394351,5.65876858501014
"2","ConAbund","Consumer abundance (#)","NM",3,"3 species native",2,21.5802016128415,9.27223502432117,3.09074500810706,25.4074625564166,8.46915418547221,0.121647134232477,59.1333333333333,21.5802016128415,34.6796975807378,56.2598991935793,4.64544955982104,5.88894706893667,7.5006599172059
"3","ConAbund","Consumer abundance (#)","NM",3,"3 species native",3,45.718962227029,-22.0865251483414,-7.36217504944712,-28.5669181922022,-9.52230606406739,0.257716810749882,59.1333333333333,45.718962227029,-50.6534433405435,-4.93448111351451,6.76157986176522,-7.11712324893587,-2.22136919793053
"4","ConAbund","Consumer abundance (#)","NM",3,"3 species native",4,37.6577231807267,0.851429231819629,0.283809743939876,1.3369859970903,0.445661999030099,0.212275778921797,59.1333333333333,37.6577231807267,2.18841522890992,39.8461384096367,6.13658888803273,1.47932931726169,6.31237977387583
"5","ConAbund","Consumer abundance (#)","NM",3,"3 species native",5,-2.64162225928376,-0.772141802147747,-0.257380600715916,17.2845751910734,5.76152506369113,-0.0148907680906638,59.1333333333333,-2.64162225928376,16.5124333889256,13.8708111296419,-1.62530682004468,4.06354935849506,3.72435378685241
"6","ConAbund","Consumer abundance (#)","IM",3,"3 species invasive",1,21.3421221236282,7.68494524337031,2.56164841445677,23.8935382378541,7.96451274595136,0.107210928283464,66.3555555555556,21.3421221236282,31.5784834812244,52.9206056048526,4.61975347000553,5.61947359467276,7.27465501620885
"7","ConAbund","Consumer abundance (#)","IM",3,"3 species invasive",2,34.173659802312,-1.67209287856308,-0.55736429285436,-3.24673015823827,-1.08224338607942,0.171669422985492,66.3555555555556,34.173659802312,-4.91882303680136,29.2548367655107,5.84582413371391,-2.2178419774189,5.40877405384165
"8","ConAbund","Consumer abundance (#)","IM",3,"3 species invasive",3,15.1372625902664,6.27105178674642,2.09035059558214,27.4897209945207,9.16324033150689,0.0760411717528452,66.3555555555556,15.1372625902664,33.7607727812671,48.8980353715335,3.89066351542592,5.81040211872355,6.99271301938908
"9","ConAbund","Consumer abundance (#)","IM",3,"3 species invasive",4,11.8283200608264,1.31986896621551,0.439956322071836,7.40431760921156,2.46810586973719,0.0594188884502331,66.3555555555556,11.8283200608264,8.72418657542707,20.5525066362535,3.43923248135778,2.95367340364961,4.53348724893469
"10","ConAbund","Consumer abundance (#)","IM",3,"3 species invasive",5,77.7450457322974,-13.0298760614588,-4.34329202048628,-11.1210258703206,-3.70700862344019,0.390547784991447,66.3555555555556,77.7450457322974,-24.1509019317794,53.594143800518,8.8173151090509,-4.91435671596796,7.32080212821778
